Group,Mean-value
Big,0.5191494011200773
Small,0.5229248430532141
Business,0.5315739033122857
Library,0.5038263380623017
Utility,0.5265634601314862
Multimedia,0.5221847868405092
Diverse,0.5353570042643696
Non-diverse,0.5262544439174235
