Group,Mean-value
Big,0.5483769575910021
Small,0.5347866121178063
Business,0.5506174123726594
Library,0.527567394849104
Utility,0.5340427962537759
Multimedia,0.5540995359420776
Diverse,0.5383737026713789
Non-diverse,0.5836917595006526
