Predictor,Target,Accuracy
activiti_BB.csv,agrona_US.csv,0.6508620689655172
activiti_BB.csv,androidmaps_US.csv,0.5806451612903226
activiti_BB.csv,antennapod_MB.csv,0.6089285714285714
activiti_BB.csv,blaze_LB.csv,0.6451806026741169
activiti_BB.csv,commons_UB.csv,0.6610778443113773
activiti_BB.csv,daqeclipse_LB.csv,0.3890160183066362
activiti_BB.csv,dependencycheck_US.csv,0.6579572446555819
activiti_BB.csv,ebean_LB.csv,0.46295143212951434
activiti_BB.csv,exoplayer_MB.csv,0.5808564231738035
activiti_BB.csv,facebooksdk_BB.csv,0.38554540569586243
activiti_BB.csv,flowable_LB.csv,0.5761036679112673
activiti_BB.csv,googleauth_LS.csv,0.6523605150214592
activiti_BB.csv,gsyvideoplayer_MS.csv,0.5817223198594025
activiti_BB.csv,jabref_UB.csv,0.5900163666121113
activiti_BB.csv,javacv_MS.csv,0.42857142857142855
activiti_BB.csv,jbpm_BB.csv,0.5609756097560976
activiti_BB.csv,jmock_LS.csv,0.4863883847549909
activiti_BB.csv,k9_UB.csv,0.519774011299435
activiti_BB.csv,metadata_MS.csv,0.6207627118644068
activiti_BB.csv,mindustry_MB.csv,0.6
activiti_BB.csv,modernmt_BS.csv,0.5723270440251572
activiti_BB.csv,osmdroid_MB.csv,0.6822033898305084
activiti_BB.csv,phonograph_MS.csv,0.6954177897574124
activiti_BB.csv,pipeline_US.csv,0.5120481927710844
activiti_BB.csv,qlexpress_BS.csv,0.6758620689655173
activiti_BB.csv,rxjava_LB.csv,0.5595908815116581
activiti_BB.csv,seedstack_BS.csv,0.6842105263157895
activiti_BB.csv,sentinel_UB.csv,0.5581203627370157
activiti_BB.csv,snowflake_US.csv,0.5736961451247166
activiti_BB.csv,spark_BB.csv,0.6727272727272727
activiti_BB.csv,springdock_LS.csv,0.15176589303733604
activiti_BB.csv,stroom_BB.csv,0.5758433592828497
activiti_BB.csv,sudachi_BS.csv,0.7014925373134329
activiti_BB.csv,talon_UB.csv,0.7305970149253731
activiti_BB.csv,tessera_BS.csv,0.7175398633257403
activiti_BB.csv,thumbnailator_LS.csv,0.5574712643678161
activiti_BB.csv,vinyl_MS.csv,0.6772486772486772
activiti_BB.csv,yue_LS.csv,0.6306818181818182
activiti_BB.csv,zxing_MB.csv,0.6218097447795824
agrona_US.csv,activiti_BB.csv,0.5691404164442072
