Predictor,Target,Accuracy
activiti_BB.csv,agrona_US.csv,0.5991379310344828
activiti_BB.csv,androidmaps_US.csv,0.45161290322580644
activiti_BB.csv,antennapod_MB.csv,0.5
activiti_BB.csv,blaze_LB.csv,0.5914987028537219
activiti_BB.csv,commons_UB.csv,0.5820359281437125
activiti_BB.csv,daqeclipse_LB.csv,0.5953470633104501
activiti_BB.csv,dependencycheck_US.csv,0.6555819477434679
activiti_BB.csv,ebean_LB.csv,0.5538605230386052
activiti_BB.csv,exoplayer_MB.csv,0.48916876574307305
activiti_BB.csv,facebooksdk_BB.csv,0.48952176249328316
activiti_BB.csv,flowable_LB.csv,0.5080166922907973
activiti_BB.csv,googleauth_LS.csv,0.3605150214592275
activiti_BB.csv,gsyvideoplayer_MS.csv,0.5184534270650264
activiti_BB.csv,jabref_UB.csv,0.49345335515548283
activiti_BB.csv,javacv_MS.csv,0.422360248447205
activiti_BB.csv,jbpm_BB.csv,0.5853658536585366
activiti_BB.csv,jmock_LS.csv,0.5680580762250453
activiti_BB.csv,k9_UB.csv,0.4937853107344633
activiti_BB.csv,metadata_MS.csv,0.6059322033898306
activiti_BB.csv,mindustry_MB.csv,0.28705882352941176
activiti_BB.csv,modernmt_BS.csv,0.6289308176100629
activiti_BB.csv,osmdroid_MB.csv,0.4968220338983051
activiti_BB.csv,phonograph_MS.csv,0.49326145552560646
activiti_BB.csv,pipeline_US.csv,0.6265060240963856
activiti_BB.csv,qlexpress_BS.csv,0.7793103448275862
activiti_BB.csv,rxjava_LB.csv,0.1143278148565485
activiti_BB.csv,seedstack_BS.csv,0.7911714770797963
activiti_BB.csv,sentinel_UB.csv,0.6661170651277823
activiti_BB.csv,snowflake_US.csv,0.5782312925170068
activiti_BB.csv,spark_BB.csv,0.3764705882352941
activiti_BB.csv,springdock_LS.csv,0.0722502522704339
activiti_BB.csv,stroom_BB.csv,0.5218211842415664
activiti_BB.csv,sudachi_BS.csv,0.6343283582089553
activiti_BB.csv,talon_UB.csv,0.38656716417910447
activiti_BB.csv,tessera_BS.csv,0.7517084282460137
activiti_BB.csv,thumbnailator_LS.csv,0.5862068965517241
activiti_BB.csv,vinyl_MS.csv,0.4973544973544973
activiti_BB.csv,yue_LS.csv,0.8465909090909091
activiti_BB.csv,zxing_MB.csv,0.5823665893271461
agrona_US.csv,activiti_BB.csv,0.5878270154831821
agrona_US.csv,androidmaps_US.csv,0.41935483870967744
agrona_US.csv,antennapod_MB.csv,0.46964285714285714
agrona_US.csv,blaze_LB.csv,0.5705448014368389
agrona_US.csv,commons_UB.csv,0.4874251497005988
agrona_US.csv,daqeclipse_LB.csv,0.644927536231884
agrona_US.csv,dependencycheck_US.csv,0.5724465558194775
agrona_US.csv,ebean_LB.csv,0.6646948941469489
agrona_US.csv,exoplayer_MB.csv,0.4181360201511335
agrona_US.csv,facebooksdk_BB.csv,0.5937667920472864
agrona_US.csv,flowable_LB.csv,0.4954974741928399
agrona_US.csv,googleauth_LS.csv,0.34763948497854075
agrona_US.csv,gsyvideoplayer_MS.csv,0.46924428822495606
agrona_US.csv,jabref_UB.csv,0.513911620294599
agrona_US.csv,javacv_MS.csv,0.43478260869565216
agrona_US.csv,jbpm_BB.csv,0.4634146341463415
agrona_US.csv,jmock_LS.csv,0.5517241379310345
agrona_US.csv,k9_UB.csv,0.4711864406779661
agrona_US.csv,metadata_MS.csv,0.538135593220339
agrona_US.csv,mindustry_MB.csv,0.28941176470588237
agrona_US.csv,modernmt_BS.csv,0.5723270440251572
agrona_US.csv,osmdroid_MB.csv,0.4597457627118644
agrona_US.csv,phonograph_MS.csv,0.522911051212938
agrona_US.csv,pipeline_US.csv,0.6204819277108434
agrona_US.csv,qlexpress_BS.csv,0.6413793103448275
agrona_US.csv,rxjava_LB.csv,0.11822830891912976
agrona_US.csv,seedstack_BS.csv,0.769100169779287
agrona_US.csv,sentinel_UB.csv,0.6001648804616653
agrona_US.csv,snowflake_US.csv,0.5510204081632653
agrona_US.csv,spark_BB.csv,0.39786096256684494
agrona_US.csv,springdock_LS.csv,0.07850655903128154
agrona_US.csv,stroom_BB.csv,0.5338523236612409
agrona_US.csv,sudachi_BS.csv,0.5970149253731343
agrona_US.csv,talon_UB.csv,0.39104477611940297
agrona_US.csv,tessera_BS.csv,0.7266514806378133
agrona_US.csv,thumbnailator_LS.csv,0.4942528735632184
agrona_US.csv,vinyl_MS.csv,0.48677248677248675
agrona_US.csv,yue_LS.csv,0.8011363636363636
agrona_US.csv,zxing_MB.csv,0.4918793503480278
androidmaps_US.csv,activiti_BB.csv,0.5034703683929524
androidmaps_US.csv,agrona_US.csv,0.4870689655172414
androidmaps_US.csv,antennapod_MB.csv,0.5321428571428571
androidmaps_US.csv,blaze_LB.csv,0.48074236679305526
androidmaps_US.csv,commons_UB.csv,0.6646706586826348
androidmaps_US.csv,daqeclipse_LB.csv,0.0019069412662090007
androidmaps_US.csv,dependencycheck_US.csv,0.503562945368171
androidmaps_US.csv,ebean_LB.csv,0.21326276463262764
androidmaps_US.csv,exoplayer_MB.csv,0.782367758186398
androidmaps_US.csv,facebooksdk_BB.csv,0.38876947877485224
androidmaps_US.csv,flowable_LB.csv,0.5824730946628597
androidmaps_US.csv,googleauth_LS.csv,0.7553648068669528
androidmaps_US.csv,gsyvideoplayer_MS.csv,0.46397188049209137
androidmaps_US.csv,jabref_UB.csv,0.676759410801964
androidmaps_US.csv,javacv_MS.csv,0.4720496894409938
androidmaps_US.csv,jbpm_BB.csv,0.4878048780487805
androidmaps_US.csv,jmock_LS.csv,0.44464609800362975
androidmaps_US.csv,k9_UB.csv,0.5514124293785311
androidmaps_US.csv,metadata_MS.csv,0.4555084745762712
androidmaps_US.csv,mindustry_MB.csv,0.8723529411764706
androidmaps_US.csv,modernmt_BS.csv,0.3018867924528302
androidmaps_US.csv,osmdroid_MB.csv,0.6684322033898306
androidmaps_US.csv,phonograph_MS.csv,0.7493261455525606
androidmaps_US.csv,pipeline_US.csv,0.1686746987951807
androidmaps_US.csv,qlexpress_BS.csv,0.3310344827586207
androidmaps_US.csv,rxjava_LB.csv,0.9631620005200658
androidmaps_US.csv,seedstack_BS.csv,0.13752122241086587
androidmaps_US.csv,sentinel_UB.csv,0.23083264633140974
androidmaps_US.csv,snowflake_US.csv,0.29705215419501135
androidmaps_US.csv,spark_BB.csv,0.8224598930481284
androidmaps_US.csv,springdock_LS.csv,0.9697275479313825
androidmaps_US.csv,stroom_BB.csv,0.5192262326020288
androidmaps_US.csv,sudachi_BS.csv,0.5746268656716418
androidmaps_US.csv,talon_UB.csv,0.758955223880597
androidmaps_US.csv,tessera_BS.csv,0.2460136674259681
androidmaps_US.csv,thumbnailator_LS.csv,0.47701149425287354
androidmaps_US.csv,vinyl_MS.csv,0.6931216931216931
androidmaps_US.csv,yue_LS.csv,0.045454545454545456
androidmaps_US.csv,zxing_MB.csv,0.6194895591647331
antennapod_MB.csv,activiti_BB.csv,0.5034703683929524
antennapod_MB.csv,agrona_US.csv,0.4870689655172414
antennapod_MB.csv,androidmaps_US.csv,0.8548387096774194
antennapod_MB.csv,blaze_LB.csv,0.48074236679305526
antennapod_MB.csv,commons_UB.csv,0.6646706586826348
antennapod_MB.csv,daqeclipse_LB.csv,0.0019069412662090007
antennapod_MB.csv,dependencycheck_US.csv,0.503562945368171
antennapod_MB.csv,ebean_LB.csv,0.21326276463262764
antennapod_MB.csv,exoplayer_MB.csv,0.782367758186398
antennapod_MB.csv,facebooksdk_BB.csv,0.38876947877485224
antennapod_MB.csv,flowable_LB.csv,0.5824730946628597
antennapod_MB.csv,googleauth_LS.csv,0.7553648068669528
antennapod_MB.csv,gsyvideoplayer_MS.csv,0.46397188049209137
antennapod_MB.csv,jabref_UB.csv,0.676759410801964
antennapod_MB.csv,javacv_MS.csv,0.4720496894409938
antennapod_MB.csv,jbpm_BB.csv,0.4878048780487805
antennapod_MB.csv,jmock_LS.csv,0.44464609800362975
antennapod_MB.csv,k9_UB.csv,0.5514124293785311
antennapod_MB.csv,metadata_MS.csv,0.4555084745762712
antennapod_MB.csv,mindustry_MB.csv,0.8723529411764706
antennapod_MB.csv,modernmt_BS.csv,0.3018867924528302
antennapod_MB.csv,osmdroid_MB.csv,0.6684322033898306
antennapod_MB.csv,phonograph_MS.csv,0.7493261455525606
antennapod_MB.csv,pipeline_US.csv,0.1686746987951807
antennapod_MB.csv,qlexpress_BS.csv,0.3310344827586207
antennapod_MB.csv,rxjava_LB.csv,0.9631620005200658
antennapod_MB.csv,seedstack_BS.csv,0.13752122241086587
antennapod_MB.csv,sentinel_UB.csv,0.23083264633140974
antennapod_MB.csv,snowflake_US.csv,0.29705215419501135
antennapod_MB.csv,spark_BB.csv,0.8224598930481284
antennapod_MB.csv,springdock_LS.csv,0.9697275479313825
antennapod_MB.csv,stroom_BB.csv,0.5192262326020288
antennapod_MB.csv,sudachi_BS.csv,0.5746268656716418
antennapod_MB.csv,talon_UB.csv,0.758955223880597
antennapod_MB.csv,tessera_BS.csv,0.2460136674259681
antennapod_MB.csv,thumbnailator_LS.csv,0.47701149425287354
antennapod_MB.csv,vinyl_MS.csv,0.6931216931216931
antennapod_MB.csv,yue_LS.csv,0.045454545454545456
antennapod_MB.csv,zxing_MB.csv,0.6194895591647331
blaze_LB.csv,activiti_BB.csv,0.5734116390816871
blaze_LB.csv,agrona_US.csv,0.5344827586206896
blaze_LB.csv,androidmaps_US.csv,0.4032258064516129
blaze_LB.csv,antennapod_MB.csv,0.5107142857142857
blaze_LB.csv,commons_UB.csv,0.5497005988023952
blaze_LB.csv,daqeclipse_LB.csv,0.6887871853546911
blaze_LB.csv,dependencycheck_US.csv,0.6270783847980997
blaze_LB.csv,ebean_LB.csv,0.588107098381071
blaze_LB.csv,exoplayer_MB.csv,0.44534005037783375
blaze_LB.csv,facebooksdk_BB.csv,0.49408919935518536
blaze_LB.csv,flowable_LB.csv,0.49593674500329454
blaze_LB.csv,googleauth_LS.csv,0.36909871244635195
blaze_LB.csv,gsyvideoplayer_MS.csv,0.5360281195079086
blaze_LB.csv,jabref_UB.csv,0.44189852700491
blaze_LB.csv,javacv_MS.csv,0.4472049689440994
blaze_LB.csv,jbpm_BB.csv,0.6097560975609756
blaze_LB.csv,jmock_LS.csv,0.5898366606170599
blaze_LB.csv,k9_UB.csv,0.496045197740113
blaze_LB.csv,metadata_MS.csv,0.6122881355932204
blaze_LB.csv,mindustry_MB.csv,0.25176470588235295
blaze_LB.csv,modernmt_BS.csv,0.6981132075471698
blaze_LB.csv,osmdroid_MB.csv,0.4713983050847458
blaze_LB.csv,phonograph_MS.csv,0.42587601078167114
blaze_LB.csv,pipeline_US.csv,0.7018072289156626
